,Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,nir,green,swir16,swir22,NDMI,MNDWI,WIR,NDWI,pet
18,-27.38972222,26.46388889,05-01-2011,82.14,255.5,74.0,11481.0,11597.0,8583.0,8196.5,0.1444377990430615,0.1493557978196226,1.0269393431579712,0.005026432099835341,83.200005
19,-27.044444,27.005,05-01-2011,83.0,220.9,85.0,17418.5,9908.0,13987.0,10115.0,0.1092643008390246,-0.1707051684452807,-1.5481453847378401,-0.2748431010191572,82.4
20,-30.830556,26.921389,06-01-2011,62.099,145.0,10.0,5266.5,4491.0,3672.5,3764.5,0.1783197225640432,0.1002633674281852,0.5591318455914777,-0.07947732513451192,57.0
21,-27.00222,28.76528,06-01-2011,34.855,114.5,150.0,13724.0,9691.0,13005.5,10754.5,0.0268804130268054,-0.1460357323816441,-5.237932890062971,-0.1722400170830664,70.0
22,-27.02314,28.59389,06-01-2011,41.408,148.8,152.0,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797,-0.3799867859469024,-0.07087604846225536,72.4
23,-30.679722,26.7125,06-01-2011,55.297,138.3,44.0,13400.0,10548.0,7764.0,7659.0,0.266301266301265,0.1520314547837475,0.5687644390445897,-0.1190913646233506,59.8
24,-30.160091,27.40124,06-01-2011,57.916,167.1,13.0,14158.0,10060.0,12037.5,10023.5,0.0809490179610998,-0.0894897612852128,-1.0920174946781243,-0.16921298207944505,57.4
25,-32.595833,19.009444,06-01-2011,8.621,63.1,19.0,15218.5,10334.0,14735.0,12208.5,0.0161416862804012,-0.175555466911324,-10.241435063016164,-0.1911554642402896,52.7
26,-25.99136,27.84208,10-01-2011,82.432,283.8,32.0,18631.5,11771.5,16495.0,12815.0,0.0608230253512303,-0.1671059381246346,-2.702972511863804,-0.2256356280630201,173.2
27,-26.73806,27.59194,10-01-2011,55.3,189.1,105.0,9089.5,9167.0,7963.0,7740.0,0.066060694912769,0.0702860478692348,1.048096026452772,0.004245063402075973,179.40001
28,-26.45,28.085833,10-01-2011,105.711,635.0,80.0,15210.0,10720.0,17974.0,14201.0,-0.0832931533269042,-0.2528054645570494,3.0720109065792642,-0.17315850366371,172.90001
29,-30.86013889,29.07125,10-01-2011,40.861,95.6,10.0,14558.0,10724.5,11450.0,10000.5,0.1195016917871419,-0.0327177613925904,-0.2715128800878922,-0.15162661920300602,138.0
30,-27.356667,27.286389,10-01-2011,64.1,164.0,151.0,16828.5,9502.5,12665.5,9643.0,0.1411473520037969,-0.1426831468783826,-1.0037692919849213,-0.2782271846872508,185.8
31,-27.01011111,26.69808333,11-01-2011,66.1,203.4,131.0,12433.5,10433.5,9579.5,8531.5,0.1296506609730608,0.0426722630290309,0.326613449263985,-0.08746228189093454,191.7
32,-25.73411,27.21422,11-01-2011,8.0,34.04,56.0,21914.0,17765.0,22170.5,17965.5,-0.005818371536481,-0.1103153835559837,22.894744151786664,-0.10456412712013911,182.5
33,-26.98472222,26.63227778,11-01-2011,128.0,196.7,158.0,13683.0,10207.0,14011.5,11850.5,-0.0118615609597573,-0.1570906538390067,14.46299057944217,-0.14550020929259105,192.0
34,-27.398611,26.614722,11-01-2011,71.6,190.6,127.0,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081,-1.1629803010383282,-0.2045026686074721,197.40001
35,-27.671111,27.236944,11-01-2011,75.096,275.7,71.0,14887.0,10943.0,13522.0,11403.0,0.0480481537540918,-0.1054159002656852,-2.149232788540812,-0.1526906697638405,192.1
36,-29.160278,26.573333,11-01-2011,120.27,177.3,10.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,-0.2217938664089844,-0.17315850366371,199.1
37,-34.250556,20.9925,11-01-2011,26.8,304.5,12.0,12323.0,9019.0,13161.0,10800.5,-0.0328833778056818,-0.1867448151487818,5.857121421918565,-0.1548121075812951,140.2
38,-25.45963889,28.26430556,11-01-2011,132.0,489.0,82.0,13959.0,9926.0,15156.5,12552.5,-0.0411292953924884,-0.2085318449117902,5.196499038226927,-0.1688507431442328,182.8
39,-25.81048333,27.90955222,12-01-2011,131.0,584.0,10.0,16870.5,9753.0,13408.0,10257.0,0.1143550704295123,-0.1578083847847668,-1.3680229590011441,-0.267339005014367,164.1
40,-27.273889,28.49,12-01-2011,49.114,136.6,32.0,12333.0,9060.0,9264.5,8181.0,0.1420766292394946,-0.0111599225081174,-0.07799961857807618,-0.1529939699901837,164.3
41,-27.4275,28.525833,12-01-2011,62.326,163.9,45.0,16767.0,10794.0,18026.5,15340.5,-0.0361992900972881,-0.2509498447285778,7.129400736065185,-0.21671927723957765,163.6
42,-28.883333,27.89,12-01-2011,117.44,271.7,10.0,14007.5,9248.0,12553.5,9979.0,0.0547419148375435,-0.1516180079352331,-2.7199999924135145,-0.2046612629270495,164.2
43,-27.00222,28.76528,13-01-2011,63.848,190.9,62.0,13724.0,9691.0,13005.5,10754.5,0.0268804130268054,-0.1460357323816441,-5.237932890062971,-0.1722400170830664,161.6
44,-27.02314,28.59389,13-01-2011,62.806,192.7,35.0,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797,-0.3799867859469024,-0.07087604846225536,163.1
45,-30.534167,24.961944,13-01-2011,100.962,142.6,80.0,15132.5,10835.0,13586.0,11169.0,0.05385030555217,-0.11264894967446,-2.0537524548029316,-0.16549533070183883,205.0
46,-28.460833,21.248889,13-01-2011,102.898,353.0,51.0,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673,-0.008860084955920123,-0.09579478711227037,244.7
47,-29.658056,25.973333,14-01-2011,86.742,107.0,85.0,14001.0,10765.0,12520.0,10583.0,0.0558425398740618,-0.0753704101352799,-1.3259507809163305,-0.13066300573366713,186.90001
48,-28.760833,17.730278,16-01-2011,95.398,297.2,64.0,11190.0,11426.0,7687.5,7645.0,0.1855383392928079,0.1955947367044225,1.0485497911364958,0.010435090201627167,257.5
49,-25.513889,31.224444,17-01-2011,63.165,155.5,11.0,14776.0,9116.5,12424.0,9895.0,0.0864705882352938,-0.1535479677816199,-1.755423975983556,-0.23687349586690384,149.40001
50,-26.861111,28.884722,17-01-2011,101.685,315.4,114.0,17658.5,9550.0,13746.5,10574.0,0.1245661518866418,-0.1801343549460211,-1.434577330271634,-0.2980134884319238,161.0
51,-31.554722,29.245556,17-01-2011,58.2,197.2,12.0,19619.0,9449.0,13890.0,10042.0,0.1709689934047564,-0.1902823599982853,-1.10649225904594,-0.34986927205174073,123.700005
52,-28.058889,30.373611,17-01-2011,58.0,220.0,100.0,14514.0,9326.0,12189.5,9706.0,0.087048514239706,-0.1330900978364428,-1.511554158359949,-0.21761744966442953,158.0
53,-25.127778,27.628889,18-01-2011,131.0,415.0,163.0,7814.0,5189.5,6664.0,5222.0,0.0794308606161066,-0.1243936390095741,-1.5465909236418611,-0.2018302764640289,169.3
54,-25.20639,27.558,18-01-2011,102.0,516.0,90.0,14137.5,10466.5,10315.5,8536.0,0.1562998405103662,0.0072659031854489,0.04619142118564368,-0.14920338156397334,170.0
55,-24.69514,27.40906,18-01-2011,124.0,509.0,158.0,15543.0,10647.0,11919.5,9642.5,0.1319435593991802,-0.0563888950435377,-0.4241566518782814,-0.18694158075601375,172.90001
56,-25.681111,31.783333,18-01-2011,53.322,247.7,10.0,13298.5,10809.0,10191.0,9261.0,0.1322931522595196,0.0294285714285712,0.22078081979240952,-0.10326661827232189,149.2
57,-27.802778,28.768333,18-01-2011,41.891,116.9,23.0,12128.5,9803.5,9325.0,8486.0,0.1306779779523148,0.0250150299291631,0.18997124893747921,-0.10600948385920117,159.1
58,-27.398611,26.614722,18-01-2011,133.319,323.7,139.0,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081,-1.1629803010383282,-0.2045026686074721,191.90001
59,-31.104278,29.399722,18-01-2011,52.984,129.0,10.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,-0.2217938664089844,-0.17315850366371,134.1
60,-31.396,29.2651,18-01-2011,35.741,89.2,10.0,12488.0,11835.5,8894.0,8335.0,0.1680853053970621,0.1418992257410929,0.8392167811855189,-0.026825909100252843,134.5
61,-33.38056,19.30167,18-01-2011,32.968,174.3,41.0,15820.0,10665.5,16377.5,13975.0,-0.0173150089292646,-0.2112191694708419,12.946310381232665,-0.19461592191954089,194.3
62,-33.31388889,19.07472222,18-01-2011,30.257,208.2,23.0,13162.5,9546.5,12786.0,10889.0,0.014509509220186,-0.1450576514049025,-9.352820217941293,-0.1592320225461271,205.90001
63,-27.495556,26.074722,18-01-2011,176.0,458.0,91.0,17937.5,11044.5,18143.5,14152.5,-0.0057093761259388,-0.2432163902973816,51.645140203979174,-0.23783727831067558,194.2
64,-24.39619444,27.08983333,19-01-2011,120.0,508.0,142.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,-0.2217938664089844,-0.17315850366371,169.2
65,-26.970278,27.211111,19-01-2011,63.9,202.4,101.0,10218.0,11040.0,7946.5,7735.0,0.1250516116601056,0.1629315566323431,1.2925781311839406,0.038667795653401074,173.90001
66,-26.880278,26.965,19-01-2011,235.0,593.0,176.0,14265.0,9582.5,14182.0,11071.5,0.0029177066122965,-0.1935449935828644,-49.40262575441076,-0.19635181884893596,175.5
67,-27.273889,28.49,19-01-2011,63.114,149.5,11.0,12333.0,9060.0,9264.5,8181.0,0.1420766292394946,-0.0111599225081174,-0.07799961857807618,-0.1529939699901837,164.3
68,-27.3,28.586944,19-01-2011,59.091,150.3,16.0,14954.0,9636.0,14753.0,11537.5,0.0067660820681993,-0.2098077001927089,-27.015900469534493,-0.2162667751118341,163.40001
69,-27.044444,27.005,19-01-2011,83.5,225.2,102.0,17418.5,9908.0,13987.0,10115.0,0.1092643008390246,-0.1707051684452807,-1.5481453847378401,-0.2748431010191572,178.7
70,-30.568333,29.422778,19-01-2011,40.9,109.3,12.0,16880.0,9196.5,12987.5,10366.5,0.1303256047543312,-0.1708889289578066,-1.301261313644707,-0.2946522731194754,137.7
71,-30.570833,29.150556,19-01-2011,40.72,90.6,10.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,-0.2217938664089844,-0.17315850366371,138.90001
72,-34.031944,22.053333,19-01-2011,17.64,266.5,10.0,9058.0,7859.0,8310.0,7822.0,0.0430677107323811,-0.027892881439792,-0.6329550815376532,-0.07087545073003487,157.5
73,-33.13083,18.86278,19-01-2011,19.323,117.3,35.0,15187.0,11456.5,14527.0,12799.0,0.0222117520360771,-0.1181711470741042,-5.0910050603002945,-0.14001538836864527,207.1
74,-33.7075,18.97444444,19-01-2011,7.891,78.6,27.0,14270.0,9913.0,13652.0,11469.5,0.0221330850225627,-0.1586675153829825,-6.858899936097031,-0.18016788653186122,200.3
75,-25.57877778,29.12747222,19-01-2011,58.232,231.7,10.0,13560.0,10076.0,16388.0,13014.0,-0.0944303459329501,-0.2385126964933485,2.552839702258152,-0.1474022677271958,161.6
76,-26.006389,29.253889,20-01-2011,77.092,367.0,14.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,-0.2217938664089844,-0.17315850366371,152.0
77,-27.02314,28.59389,20-01-2011,94.557,254.9,15.0,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797,-0.3799867859469024,-0.07087604846225536,163.1
78,-30.679722,26.7125,20-01-2011,73.862,158.9,10.0,13400.0,10548.0,7764.0,7659.0,0.266301266301265,0.1520314547837475,0.5687644390445897,-0.1190913646233506,180.90001
79,-28.460833,21.248889,20-01-2011,85.7,259.1,29.0,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673,-0.008860084955920123,-0.09579478711227037,244.7
80,-30.77586667,29.03221667,20-01-2011,40.9,110.2,12.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,-0.2217938664089844,-0.17315850366371,141.5
81,-24.925278,29.324444,21-01-2011,85.636,381.0,59.0,13185.0,9112.0,13904.5,11277.0,-0.0265601063142545,-0.2082201898637924,8.146295923177401,-0.18267031439207068,162.40001
82,-28.460833,21.248889,21-01-2011,81.0,243.2,43.0,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673,-0.008860084955920123,-0.09579478711227037,244.7
83,-24.679167,30.8025,24-01-2011,24.95,99.6,10.0,12245.0,9505.5,14908.5,13718.0,-0.0980904855727619,-0.2213074465470622,2.279393755644668,-0.12595112756028598,143.3
84,-25.99136,27.84208,24-01-2011,90.9,324.2,32.0,18631.5,11771.5,16495.0,12815.0,0.0608230253512303,-0.1671059381246346,-2.702972511863804,-0.2256356280630201,161.1
85,-25.49037,30.6986,24-01-2011,36.957,124.5,10.0,10676.0,8325.0,8915.5,8274.0,0.0898603986422678,-0.034250746788086,-0.3769601201392124,-0.12373032998263249,144.7
86,-26.970278,27.211111,24-01-2011,76.24,287.3,96.0,10218.0,11040.0,7946.5,7735.0,0.1250516116601056,0.1629315566323431,1.2925781311839406,0.038667795653401074,173.90001
87,-27.671111,27.236944,24-01-2011,47.184,142.9,129.0,14887.0,10943.0,13522.0,11403.0,0.0480481537540918,-0.1054159002656852,-2.149232788540812,-0.1526906697638405,182.90001
88,-27.356667,27.286389,24-01-2011,87.25,208.7,123.0,16828.5,9502.5,12665.5,9643.0,0.1411473520037969,-0.1426831468783826,-1.0037692919849213,-0.2782271846872508,182.40001
89,-27.01011111,26.69808333,25-01-2011,77.006,299.3,125.0,12433.5,10433.5,9579.5,8531.5,0.1296506609730608,0.0426722630290309,0.326613449263985,-0.08746228189093454,183.5
90,-26.98472222,26.63227778,25-01-2011,153.0,410.0,158.0,13683.0,10207.0,14011.5,11850.5,-0.0118615609597573,-0.1570906538390067,14.46299057944217,-0.14550020929259105,181.40001
91,-27.398611,26.614722,25-01-2011,60.7,162.1,138.0,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081,-1.1629803010383282,-0.2045026686074721,191.90001
92,-33.818056,19.694722,25-01-2011,11.901,145.1,10.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,-0.2217938664089844,-0.17315850366371,201.8
93,-25.45963889,28.26430556,25-01-2011,144.132,560.0,82.0,13959.0,9926.0,15156.5,12552.5,-0.0411292953924884,-0.2085318449117902,5.196499038226927,-0.1688507431442328,164.5
94,-33.897778,20.012778,25-01-2011,99.926,1368.0,56.0,13871.0,9154.0,11520.0,9420.0,0.0925918632586346,-0.1144432620682978,-1.2227907222238092,-0.2048642779587405,196.1
95,-25.81048333,27.90955222,26-01-2011,110.0,652.0,10.0,16870.5,9753.0,13408.0,10257.0,0.1143550704295123,-0.1578083847847668,-1.3680229590011441,-0.267339005014367,164.1
96,-34.065833,20.404167,26-01-2011,68.815,758.0,10.0,13535.0,8387.0,10165.0,8604.0,0.1421940928270036,-0.0958387235877528,-0.6692924386450633,-0.23483258826749384,179.3
97,-24.058889,31.237222,26-01-2011,70.928,306.4,15.0,14757.5,9468.5,13111.5,10821.0,0.0590620402597866,-0.1613374667847645,-2.6861802577290224,-0.2183191612317345,154.6
98,-26.648056,27.089444,26-01-2011,243.0,556.0,12.0,19310.5,9597.0,12954.5,9447.5,0.1969936463660307,-0.1488814491275518,-0.7519506401347585,-0.33602006399723255,170.90001
99,-26.880278,26.965,26-01-2011,217.0,535.0,176.0,14265.0,9582.5,14182.0,11071.5,0.0029177066122965,-0.1935449935828644,-49.40262575441076,-0.19635181884893596,175.5
100,-27.273889,28.49,26-01-2011,56.863,140.9,29.0,12333.0,9060.0,9264.5,8181.0,0.1420766292394946,-0.0111599225081174,-0.07799961857807618,-0.1529939699901837,164.3
101,-27.044444,27.005,26-01-2011,82.651,220.5,96.0,17418.5,9908.0,13987.0,10115.0,0.1092643008390246,-0.1707051684452807,-1.5481453847378401,-0.2748431010191572,178.7
102,-34.092222,21.295278,26-01-2011,26.088,187.5,10.0,14913.0,9525.0,13943.0,11317.0,0.0336151926808981,-0.1882563490710747,-5.438546906455941,-0.22047630739013013,173.1
103,-27.02314,28.59389,27-01-2011,113.459,167.3,12.0,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797,-0.3799867859469024,-0.07087604846225536,163.1
104,-26.73806,27.59194,27-01-2011,63.354,199.9,56.0,9089.5,9167.0,7963.0,7740.0,0.066060694912769,0.0702860478692348,1.048096026452772,0.004245063402075973,168.1
105,-28.760833,17.730278,30-01-2011,84.627,230.7,33.0,11190.0,11426.0,7687.5,7645.0,0.1855383392928079,0.1955947367044225,1.0485497911364958,0.010435090201627167,257.5
106,-26.861111,28.884722,31-01-2011,82.136,182.3,109.0,17658.5,9550.0,13746.5,10574.0,0.1245661518866418,-0.1801343549460211,-1.434577330271634,-0.2980134884319238,161.0
107,-26.73806,27.59194,31-01-2011,56.127,318.5,30.0,9089.5,9167.0,7963.0,7740.0,0.066060694912769,0.0702860478692348,1.048096026452772,0.004245063402075973,168.1
108,-25.127778,27.628889,01-02-2011,128.967,377.0,163.0,7814.0,5189.5,6664.0,5222.0,0.0794308606161066,-0.1243936390095741,-1.5465909236418611,-0.2018302764640289,169.3
109,-24.69514,27.40906,01-02-2011,125.275,491.0,158.0,15543.0,10647.0,11919.5,9642.5,0.1319435593991802,-0.0563888950435377,-0.4241566518782814,-0.18694158075601375,172.90001
110,-27.363611,31.783333,01-02-2011,69.459,186.9,10.0,17894.5,9281.0,13078.0,9695.0,0.1555089192025178,-0.1698197593810091,-1.0850484448190936,-0.31695828963588524,154.40001
111,-27.802778,28.768333,01-02-2011,43.422,116.9,13.0,12128.5,9803.5,9325.0,8486.0,0.1306779779523148,0.0250150299291631,0.18997124893747921,-0.10600948385920117,159.1
112,-29.160278,26.573333,01-02-2011,110.418,255.6,86.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,-0.2217938664089844,-0.17315850366371,190.1
113,-34.329722,18.990278,01-02-2011,9.639,159.1,10.0,10864.0,8959.0,12654.0,11808.5,-0.0761119142784247,-0.1709619210660243,2.276095912458082,-0.09610048933057559,158.2
114,-25.20639,27.558,02-02-2011,120.441,549.0,59.0,14137.5,10466.5,10315.5,8536.0,0.1562998405103662,0.0072659031854489,0.04619142118564368,-0.14920338156397334,170.0
115,-23.281,30.54305556,03-02-2011,179.566,377.0,10.0,17210.0,11879.5,18270.5,15619.5,-0.0298896576992995,-0.211973466003316,7.337347787559831,-0.18324481342065005,154.40001
116,-28.801278,31.955389,03-02-2011,267.057,1405.0,27.0,16685.5,9427.0,12127.0,9348.0,0.1582125813449018,-0.1252667718288942,-0.7867894030153881,-0.27797032072762085,150.2
117,-27.00222,28.76528,03-02-2011,77.106,184.2,25.0,13724.0,9691.0,13005.5,10754.5,0.0268804130268054,-0.1460357323816441,-5.237932890062971,-0.1722400170830664,161.6
118,-27.02314,28.59389,03-02-2011,73.521,195.0,17.0,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797,-0.3799867859469024,-0.07087604846225536,163.1
119,-27.3,28.586944,03-02-2011,79.329,175.8,18.0,14954.0,9636.0,14753.0,11537.5,0.0067660820681993,-0.2098077001927089,-27.015900469534493,-0.2162667751118341,163.40001
120,-30.679722,26.7125,03-02-2011,110.608,213.21,10.0,13400.0,10548.0,7764.0,7659.0,0.266301266301265,0.1520314547837475,0.5687644390445897,-0.1190913646233506,180.90001
121,-28.460833,21.248889,03-02-2011,83.815,282.2,61.0,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673,-0.008860084955920123,-0.09579478711227037,244.7
122,-28.460833,21.248889,04-02-2011,75.303,416.5,43.5,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673,-0.008860084955920123,-0.09579478711227037,244.7
123,-29.140556,31.391944,07-02-2011,52.323,410.0,11.0,13930.0,11594.0,8610.0,8471.0,0.2360248447204958,0.1476935260344479,0.6231141136643752,-0.09152170506190252,143.5
124,-25.99136,27.84208,07-02-2011,98.8,368.0,15.0,18631.5,11771.5,16495.0,12815.0,0.0608230253512303,-0.1671059381246346,-2.702972511863804,-0.2256356280630201,161.1
125,-24.058889,31.237222,07-02-2011,95.677,371.0,10.0,14757.5,9468.5,13111.5,10821.0,0.0590620402597866,-0.1613374667847645,-2.6861802577290224,-0.2183191612317345,154.6
126,-26.73806,27.59194,07-02-2011,58.238,193.4,81.0,9089.5,9167.0,7963.0,7740.0,0.066060694912769,0.0702860478692348,1.048096026452772,0.004245063402075973,168.1
127,-30.86013889,29.07125,07-02-2011,45.978,119.3,10.0,14558.0,10724.5,11450.0,10000.5,0.1195016917871419,-0.0327177613925904,-0.2715128800878922,-0.15162661920300602,140.6
128,-27.356667,27.286389,07-02-2011,93.012,203.7,100.0,16828.5,9502.5,12665.5,9643.0,0.1411473520037969,-0.1426831468783826,-1.0037692919849213,-0.2782271846872508,182.40001
129,-28.058889,30.373611,07-02-2011,71.0,290.0,100.0,14514.0,9326.0,12189.5,9706.0,0.087048514239706,-0.1330900978364428,-1.511554158359949,-0.21761744966442953,158.0
130,-27.01011111,26.69808333,08-02-2011,101.723,207.1,15.0,12433.5,10433.5,9579.5,8531.5,0.1296506609730608,0.0426722630290309,0.326613449263985,-0.08746228189093454,183.5
131,-27.169444,29.233889,08-02-2011,101.294,225.9,10.0,6219.0,4774.0,5600.5,4803.0,0.052328778713143,-0.0796664899513221,-1.4938742621474679,-0.13144728463567726,157.3
132,-26.98472222,26.63227778,08-02-2011,206.521,612.0,158.0,13683.0,10207.0,14011.5,11850.5,-0.0118615609597573,-0.1570906538390067,14.46299057944217,-0.14550020929259105,181.40001
133,-27.398611,26.614722,08-02-2011,92.527,237.8,53.0,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081,-1.1629803010383282,-0.2045026686074721,191.90001
134,-27.573056,24.746389,08-02-2011,113.181,304.7,10.0,17012.5,9767.5,12108.0,9335.0,0.1684208718943693,-0.1069918401865095,-0.6315151078505656,-0.270537714712472,208.40001
135,-33.501667,21.624167,08-02-2011,178.546,896.0,24.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,-0.2217938664089844,-0.17315850366371,189.1
136,-32.502778,19.535833,08-02-2011,27.104,168.6,10.0,17653.0,13104.0,19330.0,16984.0,-0.0453451585863774,-0.191959055312326,4.328748874320066,-0.1479012907630783,233.40001
137,-25.45963889,28.26430556,08-02-2011,118.92,530.0,82.0,13959.0,9926.0,15156.5,12552.5,-0.0411292953924884,-0.2085318449117902,5.196499038226927,-0.1688507431442328,164.5
138,-26.970278,27.211111,09-02-2011,68.54,209.0,90.0,10218.0,11040.0,7946.5,7735.0,0.1250516116601056,0.1629315566323431,1.2925781311839406,0.038667795653401074,173.90001
139,-27.273889,28.49,09-02-2011,82.521,189.8,31.0,12333.0,9060.0,9264.5,8181.0,0.1420766292394946,-0.0111599225081174,-0.07799961857807618,-0.1529939699901837,164.3
140,-28.69485,28.23487,09-02-2011,140.367,276.7,10.0,14198.0,8931.0,11670.0,9620.0,0.0977269212927165,-0.1329547109363617,-1.346691552774778,-0.22772277227722773,160.7
141,-28.883333,27.89,09-02-2011,121.513,242.8,10.0,14007.5,9248.0,12553.5,9979.0,0.0547419148375435,-0.1516180079352331,-2.7199999924135145,-0.2046612629270495,164.2
142,-27.02314,28.59389,10-02-2011,132.58,353.0,25.0,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797,-0.3799867859469024,-0.07087604846225536,163.1
143,-30.679722,26.7125,10-02-2011,97.433,207.4,10.0,11724.0,10468.0,7895.0,7622.0,0.1951679494367695,0.1401187169852413,0.7142793580069794,-0.05659697188175919,180.90001
144,-30.534167,24.961944,10-02-2011,60.941,152.6,10.0,15132.5,10835.0,13586.0,11169.0,0.05385030555217,-0.11264894967446,-2.0537524548029316,-0.16549533070183883,205.0
145,-34.031944,22.053333,10-02-2011,12.53,263.7,10.0,9058.0,7859.0,8310.0,7822.0,0.0430677107323811,-0.027892881439792,-0.6329550815376532,-0.07087545073003487,157.5
